Source,Target,Title,Year,Citations
64,65,"High-throughput interpretation of gene structure changes in human and nonhuman resequencing data, using ACE",2017.0,3.0
65,61,"High-throughput interpretation of gene structure changes in human and nonhuman resequencing data, using ACE",2017.0,3.0
65,61,Predicting gene structure changes resulting from genetic variants via exon definition features,2018.0,4.0
65,62,"High-throughput interpretation of gene structure changes in human and nonhuman resequencing data, using ACE",2017.0,3.0
65,62,Predicting gene structure changes resulting from genetic variants via exon definition features,2018.0,4.0
65,63,"High-throughput interpretation of gene structure changes in human and nonhuman resequencing data, using ACE",2017.0,3.0
65,63,Predicting gene structure changes resulting from genetic variants via exon definition features,2018.0,4.0
65,64,"High-throughput interpretation of gene structure changes in human and nonhuman resequencing data, using ACE",2017.0,3.0
65,7342,SciApps: a cloud-based platform for reproducible bioinformatics workflows,2018.0,15.0
65,7343,SciApps: a cloud-based platform for reproducible bioinformatics workflows,2018.0,15.0
65,7344,SciApps: a cloud-based platform for reproducible bioinformatics workflows,2018.0,15.0
65,7689,Predicting gene structure changes resulting from genetic variants via exon definition features,2018.0,4.0
66,67,cBinderDB: a covalent binding agent database,2016.0,nan
66,68,cBinderDB: a covalent binding agent database,2016.0,nan
66,69,cBinderDB: a covalent binding agent database,2016.0,nan
66,70,cBinderDB: a covalent binding agent database,2016.0,nan
67,66,cBinderDB: a covalent binding agent database,2016.0,nan
67,68,ASDB: a resource for probing protein functions with small molecules,2016.0,6.0
67,68,cBinderDB: a covalent binding agent database,2016.0,nan
67,69,cBinderDB: a covalent binding agent database,2016.0,nan
67,70,ASDB: a resource for probing protein functions with small molecules,2016.0,6.0
67,70,cBinderDB: a covalent binding agent database,2016.0,nan
67,2486,ASDB: a resource for probing protein functions with small molecules,2016.0,6.0
67,2487,ASDB: a resource for probing protein functions with small molecules,2016.0,6.0
68,66,cBinderDB: a covalent binding agent database,2016.0,nan
68,67,ASDB: a resource for probing protein functions with small molecules,2016.0,6.0
68,67,cBinderDB: a covalent binding agent database,2016.0,nan
68,69,cBinderDB: a covalent binding agent database,2016.0,nan
68,70,ASDB: a resource for probing protein functions with small molecules,2016.0,6.0
68,70,cBinderDB: a covalent binding agent database,2016.0,nan
68,2486,ASDB: a resource for probing protein functions with small molecules,2016.0,6.0
68,2487,ASDB: a resource for probing protein functions with small molecules,2016.0,6.0
69,66,cBinderDB: a covalent binding agent database,2016.0,nan
69,67,cBinderDB: a covalent binding agent database,2016.0,nan
69,68,cBinderDB: a covalent binding agent database,2016.0,nan
69,70,cBinderDB: a covalent binding agent database,2016.0,nan
70,66,cBinderDB: a covalent binding agent database,2016.0,nan
70,67,cBinderDB: a covalent binding agent database,2016.0,nan
70,67,ASDB: a resource for probing protein functions with small molecules,2016.0,6.0
70,68,cBinderDB: a covalent binding agent database,2016.0,nan
70,68,ASDB: a resource for probing protein functions with small molecules,2016.0,6.0
70,69,cBinderDB: a covalent binding agent database,2016.0,nan
70,2486,ASDB: a resource for probing protein functions with small molecules,2016.0,6.0
70,2487,ASDB: a resource for probing protein functions with small molecules,2016.0,6.0
71,72,RENT+: an improved method for inferring local genealogical trees from haplotypes with recombination,2017.0,17.0
72,71,RENT+: an improved method for inferring local genealogical trees from haplotypes with recombination,2017.0,17.0
72,5141,STELLS2: fast and accurate coalescent-based maximum likelihood inference of species trees from gene tree topologies,2017.0,9.0
73,74,GE-mini: a mobile APP for large-scale gene expression visualization,2017.0,20.0
73,75,GE-mini: a mobile APP for large-scale gene expression visualization,2017.0,20.0
73,76,GE-mini: a mobile APP for large-scale gene expression visualization,2017.0,20.0
73,77,GE-mini: a mobile APP for large-scale gene expression visualization,2017.0,20.0
74,73,GE-mini: a mobile APP for large-scale gene expression visualization,2017.0,20.0
74,75,GE-mini: a mobile APP for large-scale gene expression visualization,2017.0,20.0
74,76,GE-mini: a mobile APP for large-scale gene expression visualization,2017.0,20.0
74,77,GE-mini: a mobile APP for large-scale gene expression visualization,2017.0,20.0
75,73,GE-mini: a mobile APP for large-scale gene expression visualization,2017.0,20.0
75,74,GE-mini: a mobile APP for large-scale gene expression visualization,2017.0,20.0
75,76,GE-mini: a mobile APP for large-scale gene expression visualization,2017.0,20.0
75,77,GE-mini: a mobile APP for large-scale gene expression visualization,2017.0,20.0
76,73,GE-mini: a mobile APP for large-scale gene expression visualization,2017.0,20.0
76,74,GE-mini: a mobile APP for large-scale gene expression visualization,2017.0,20.0
76,75,GE-mini: a mobile APP for large-scale gene expression visualization,2017.0,20.0
76,77,GE-mini: a mobile APP for large-scale gene expression visualization,2017.0,20.0
77,73,GE-mini: a mobile APP for large-scale gene expression visualization,2017.0,20.0
77,74,GE-mini: a mobile APP for large-scale gene expression visualization,2017.0,20.0
77,75,GE-mini: a mobile APP for large-scale gene expression visualization,2017.0,20.0
77,76,GE-mini: a mobile APP for large-scale gene expression visualization,2017.0,20.0
78,79,Using genotype array data to compare multi- and single-sample variant calls and improve variant call sets from deep coverage whole-genome sequencing data,2017.0,4.0
78,80,Using genotype array data to compare multi- and single-sample variant calls and improve variant call sets from deep coverage whole-genome sequencing data,2017.0,4.0
78,81,Using genotype array data to compare multi- and single-sample variant calls and improve variant call sets from deep coverage whole-genome sequencing data,2017.0,4.0
78,82,Using genotype array data to compare multi- and single-sample variant calls and improve variant call sets from deep coverage whole-genome sequencing data,2017.0,4.0
79,78,Using genotype array data to compare multi- and single-sample variant calls and improve variant call sets from deep coverage whole-genome sequencing data,2017.0,4.0
79,80,Using genotype array data to compare multi- and single-sample variant calls and improve variant call sets from deep coverage whole-genome sequencing data,2017.0,4.0
79,81,Using genotype array data to compare multi- and single-sample variant calls and improve variant call sets from deep coverage whole-genome sequencing data,2017.0,4.0
79,82,Using genotype array data to compare multi- and single-sample variant calls and improve variant call sets from deep coverage whole-genome sequencing data,2017.0,4.0
80,78,Using genotype array data to compare multi- and single-sample variant calls and improve variant call sets from deep coverage whole-genome sequencing data,2017.0,4.0
80,79,Using genotype array data to compare multi- and single-sample variant calls and improve variant call sets from deep coverage whole-genome sequencing data,2017.0,4.0
80,81,Using genotype array data to compare multi- and single-sample variant calls and improve variant call sets from deep coverage whole-genome sequencing data,2017.0,4.0
80,82,Using genotype array data to compare multi- and single-sample variant calls and improve variant call sets from deep coverage whole-genome sequencing data,2017.0,4.0
81,78,Using genotype array data to compare multi- and single-sample variant calls and improve variant call sets from deep coverage whole-genome sequencing data,2017.0,4.0
81,79,Using genotype array data to compare multi- and single-sample variant calls and improve variant call sets from deep coverage whole-genome sequencing data,2017.0,4.0
81,80,Using genotype array data to compare multi- and single-sample variant calls and improve variant call sets from deep coverage whole-genome sequencing data,2017.0,4.0
81,82,Using genotype array data to compare multi- and single-sample variant calls and improve variant call sets from deep coverage whole-genome sequencing data,2017.0,4.0
82,78,Using genotype array data to compare multi- and single-sample variant calls and improve variant call sets from deep coverage whole-genome sequencing data,2017.0,4.0
82,79,Using genotype array data to compare multi- and single-sample variant calls and improve variant call sets from deep coverage whole-genome sequencing data,2017.0,4.0
82,80,Using genotype array data to compare multi- and single-sample variant calls and improve variant call sets from deep coverage whole-genome sequencing data,2017.0,4.0
82,81,Using genotype array data to compare multi- and single-sample variant calls and improve variant call sets from deep coverage whole-genome sequencing data,2017.0,4.0
82,5062,GARLIC: Genomic Autozygosity Regions Likelihood-based Inference and Classification,2017.0,22.0
82,5063,GARLIC: Genomic Autozygosity Regions Likelihood-based Inference and Classification,2017.0,22.0
83,84,CAME: identification of chromatin accessibility from nucleosome occupancy and methylome sequencing,2017.0,4.0
83,85,CAME: identification of chromatin accessibility from nucleosome occupancy and methylome sequencing,2017.0,4.0
83,86,CAME: identification of chromatin accessibility from nucleosome occupancy and methylome sequencing,2017.0,4.0
83,87,CAME: identification of chromatin accessibility from nucleosome occupancy and methylome sequencing,2017.0,4.0
84,83,CAME: identification of chromatin accessibility from nucleosome occupancy and methylome sequencing,2017.0,4.0
84,85,CAME: identification of chromatin accessibility from nucleosome occupancy and methylome sequencing,2017.0,4.0
84,86,CAME: identification of chromatin accessibility from nucleosome occupancy and methylome sequencing,2017.0,4.0
84,87,CAME: identification of chromatin accessibility from nucleosome occupancy and methylome sequencing,2017.0,4.0
85,83,CAME: identification of chromatin accessibility from nucleosome occupancy and methylome sequencing,2017.0,4.0
85,84,CAME: identification of chromatin accessibility from nucleosome occupancy and methylome sequencing,2017.0,4.0
85,86,CAME: identification of chromatin accessibility from nucleosome occupancy and methylome sequencing,2017.0,4.0
85,87,CAME: identification of chromatin accessibility from nucleosome occupancy and methylome sequencing,2017.0,4.0
86,83,CAME: identification of chromatin accessibility from nucleosome occupancy and methylome sequencing,2017.0,4.0
86,84,CAME: identification of chromatin accessibility from nucleosome occupancy and methylome sequencing,2017.0,4.0
86,85,CAME: identification of chromatin accessibility from nucleosome occupancy and methylome sequencing,2017.0,4.0
86,87,CAME: identification of chromatin accessibility from nucleosome occupancy and methylome sequencing,2017.0,4.0
87,83,CAME: identification of chromatin accessibility from nucleosome occupancy and methylome sequencing,2017.0,4.0
87,84,CAME: identification of chromatin accessibility from nucleosome occupancy and methylome sequencing,2017.0,4.0
87,85,CAME: identification of chromatin accessibility from nucleosome occupancy and methylome sequencing,2017.0,4.0
87,86,CAME: identification of chromatin accessibility from nucleosome occupancy and methylome sequencing,2017.0,4.0
88,89,TRFBA: an algorithm to integrate genome-scale metabolic and transcriptional regulatory networks with incorporation of expression data,2017.0,31.0
88,90,TRFBA: an algorithm to integrate genome-scale metabolic and transcriptional regulatory networks with incorporation of expression data,2017.0,31.0
88,91,TRFBA: an algorithm to integrate genome-scale metabolic and transcriptional regulatory networks with incorporation of expression data,2017.0,31.0
89,88,TRFBA: an algorithm to integrate genome-scale metabolic and transcriptional regulatory networks with incorporation of expression data,2017.0,31.0
89,90,TRFBA: an algorithm to integrate genome-scale metabolic and transcriptional regulatory networks with incorporation of expression data,2017.0,31.0
89,91,TRFBA: an algorithm to integrate genome-scale metabolic and transcriptional regulatory networks with incorporation of expression data,2017.0,31.0
90,88,TRFBA: an algorithm to integrate genome-scale metabolic and transcriptional regulatory networks with incorporation of expression data,2017.0,31.0
90,89,TRFBA: an algorithm to integrate genome-scale metabolic and transcriptional regulatory networks with incorporation of expression data,2017.0,31.0
90,91,TRFBA: an algorithm to integrate genome-scale metabolic and transcriptional regulatory networks with incorporation of expression data,2017.0,31.0
91,88,TRFBA: an algorithm to integrate genome-scale metabolic and transcriptional regulatory networks with incorporation of expression data,2017.0,31.0
91,89,TRFBA: an algorithm to integrate genome-scale metabolic and transcriptional regulatory networks with incorporation of expression data,2017.0,31.0
91,90,TRFBA: an algorithm to integrate genome-scale metabolic and transcriptional regulatory networks with incorporation of expression data,2017.0,31.0
92,93,DeFCoM: analysis and modeling of transcription factor binding sites using a motif-centric genomic footprinter,2017.0,19.0
93,92,DeFCoM: analysis and modeling of transcription factor binding sites using a motif-centric genomic footprinter,2017.0,19.0
94,95,Xenolog classification,2016.0,nan
94,96,Xenolog classification,2016.0,nan
94,97,Xenolog classification,2016.0,nan
94,98,Xenolog classification,2016.0,nan
94,1549,Vargas: heuristic-free alignment for assessing linear and graph read aligners,2020.0,2.0
94,1975,Vargas: heuristic-free alignment for assessing linear and graph read aligners,2020.0,2.0
94,12691,scHLAcount: allele-specific HLA expression from single-cell gene expression data,2020.0,3.0
94,12692,scHLAcount: allele-specific HLA expression from single-cell gene expression data,2020.0,3.0
94,12693,scHLAcount: allele-specific HLA expression from single-cell gene expression data,2020.0,3.0
94,12694,scHLAcount: allele-specific HLA expression from single-cell gene expression data,2020.0,3.0
94,12712,Vargas: heuristic-free alignment for assessing linear and graph read aligners,2020.0,2.0
95,94,Xenolog classification,2016.0,nan
95,96,Xenolog classification,2016.0,nan
95,97,Xenolog classification,2016.0,nan
95,98,Xenolog classification,2016.0,nan
96,94,Xenolog classification,2016.0,nan
96,95,Xenolog classification,2016.0,nan
96,97,Xenolog classification,2016.0,nan
96,98,Xenolog classification,2016.0,nan
97,94,Xenolog classification,2016.0,nan
97,95,Xenolog classification,2016.0,nan
97,96,Xenolog classification,2016.0,nan
97,98,Xenolog classification,2016.0,nan
98,94,Xenolog classification,2016.0,nan
98,95,Xenolog classification,2016.0,nan
98,96,Xenolog classification,2016.0,nan
98,97,Xenolog classification,2016.0,nan
99,100,Inference of cellular level signaling networks using single-cell gene expression data in Caenorhabditis elegans reveals mechanisms of cell fate specification,2017.0,2.0
99,101,Inference of cellular level signaling networks using single-cell gene expression data in Caenorhabditis elegans reveals mechanisms of cell fate specification,2017.0,2.0
99,102,Inference of cellular level signaling networks using single-cell gene expression data in Caenorhabditis elegans reveals mechanisms of cell fate specification,2017.0,2.0
99,103,Inference of cellular level signaling networks using single-cell gene expression data in Caenorhabditis elegans reveals mechanisms of cell fate specification,2017.0,2.0
100,99,Inference of cellular level signaling networks using single-cell gene expression data in Caenorhabditis elegans reveals mechanisms of cell fate specification,2017.0,2.0
100,101,Inference of cellular level signaling networks using single-cell gene expression data in Caenorhabditis elegans reveals mechanisms of cell fate specification,2017.0,2.0
100,102,Inference of cellular level signaling networks using single-cell gene expression data in Caenorhabditis elegans reveals mechanisms of cell fate specification,2017.0,2.0
100,103,Inference of cellular level signaling networks using single-cell gene expression data in Caenorhabditis elegans reveals mechanisms of cell fate specification,2017.0,2.0
101,99,Inference of cellular level signaling networks using single-cell gene expression data in Caenorhabditis elegans reveals mechanisms of cell fate specification,2017.0,2.0
101,100,Inference of cellular level signaling networks using single-cell gene expression data in Caenorhabditis elegans reveals mechanisms of cell fate specification,2017.0,2.0
101,102,Inference of cellular level signaling networks using single-cell gene expression data in Caenorhabditis elegans reveals mechanisms of cell fate specification,2017.0,2.0
101,103,Inference of cellular level signaling networks using single-cell gene expression data in Caenorhabditis elegans reveals mechanisms of cell fate specification,2017.0,2.0
102,99,Inference of cellular level signaling networks using single-cell gene expression data in Caenorhabditis elegans reveals mechanisms of cell fate specification,2017.0,2.0
102,100,Inference of cellular level signaling networks using single-cell gene expression data in Caenorhabditis elegans reveals mechanisms of cell fate specification,2017.0,2.0
102,101,Inference of cellular level signaling networks using single-cell gene expression data in Caenorhabditis elegans reveals mechanisms of cell fate specification,2017.0,2.0
102,103,Inference of cellular level signaling networks using single-cell gene expression data in Caenorhabditis elegans reveals mechanisms of cell fate specification,2017.0,2.0
103,99,Inference of cellular level signaling networks using single-cell gene expression data in Caenorhabditis elegans reveals mechanisms of cell fate specification,2017.0,2.0
103,100,Inference of cellular level signaling networks using single-cell gene expression data in Caenorhabditis elegans reveals mechanisms of cell fate specification,2017.0,2.0
103,101,Inference of cellular level signaling networks using single-cell gene expression data in Caenorhabditis elegans reveals mechanisms of cell fate specification,2017.0,2.0
103,102,Inference of cellular level signaling networks using single-cell gene expression data in Caenorhabditis elegans reveals mechanisms of cell fate specification,2017.0,2.0
103,114,scTSSR: gene expression recovery for single-cell RNA sequencing using two-side sparse self-representation,2020.0,1.0
103,277,HiSCF: leveraging higher-order structures for clustering analysis in biological networks,2020.0,1.0
103,2719,scTSSR: gene expression recovery for single-cell RNA sequencing using two-side sparse self-representation,2020.0,1.0
103,2719,DiffGraph: an R package for identifying gene network rewiring using differential graphical models,2018.0,12.0
103,2719,DiffNetFDR: differential network analysis with false discovery rate control,2019.0,5.0
103,2719,Incorporating prior information into differential network analysis using non-paranormal graphical models,2017.0,24.0
103,2719,Joint reconstruction of multiple gene networks by simultaneously capturing inter-tumor and intra-tumor heterogeneity,2020.0,nan
103,2720,scTSSR: gene expression recovery for single-cell RNA sequencing using two-side sparse self-representation,2020.0,1.0
103,2720,DiffGraph: an R package for identifying gene network rewiring using differential graphical models,2018.0,12.0
103,2720,DiffNetFDR: differential network analysis with false discovery rate control,2019.0,5.0
103,2720,Incorporating prior information into differential network analysis using non-paranormal graphical models,2017.0,24.0
103,2720,Joint reconstruction of multiple gene networks by simultaneously capturing inter-tumor and intra-tumor heterogeneity,2020.0,nan
103,2721,DiffNetFDR: differential network analysis with false discovery rate control,2019.0,5.0
103,2721,DiffGraph: an R package for identifying gene network rewiring using differential graphical models,2018.0,12.0
103,2722,DiffNetFDR: differential network analysis with false discovery rate control,2019.0,5.0
103,2722,DiffGraph: an R package for identifying gene network rewiring using differential graphical models,2018.0,12.0
103,11746,HiSCF: leveraging higher-order structures for clustering analysis in biological networks,2020.0,1.0
103,11747,HiSCF: leveraging higher-order structures for clustering analysis in biological networks,2020.0,1.0
103,11748,HiSCF: leveraging higher-order structures for clustering analysis in biological networks,2020.0,1.0
103,13067,scTSSR: gene expression recovery for single-cell RNA sequencing using two-side sparse self-representation,2020.0,1.0
103,13272,Joint reconstruction of multiple gene networks by simultaneously capturing inter-tumor and intra-tumor heterogeneity,2020.0,nan
103,13273,Joint reconstruction of multiple gene networks by simultaneously capturing inter-tumor and intra-tumor heterogeneity,2020.0,nan
104,105,ACTG: novel peptide mapping onto gene models,2017.0,5.0
104,106,ACTG: novel peptide mapping onto gene models,2017.0,5.0
104,106,MutCombinator: identification of mutated peptides allowing combinatorial mutations using nucleotide-based graph search,2020.0,nan
105,104,ACTG: novel peptide mapping onto gene models,2017.0,5.0
105,106,ACTG: novel peptide mapping onto gene models,2017.0,5.0
106,104,ACTG: novel peptide mapping onto gene models,2017.0,5.0
106,104,MutCombinator: identification of mutated peptides allowing combinatorial mutations using nucleotide-based graph search,2020.0,nan
106,105,ACTG: novel peptide mapping onto gene models,2017.0,5.0
107,108,MetaDCN: meta-analysis framework for differential co-expression network detection with an application in breast cancer,2017.0,16.0
107,109,MetaDCN: meta-analysis framework for differential co-expression network detection with an application in breast cancer,2017.0,16.0
107,110,MetaDCN: meta-analysis framework for differential co-expression network detection with an application in breast cancer,2017.0,16.0
107,111,MetaDCN: meta-analysis framework for differential co-expression network detection with an application in breast cancer,2017.0,16.0
107,111,MetaOmics: analysis pipeline and browser-based software suite for transcriptomic meta-analysis,2019.0,12.0
107,6074,Bayesian integrative model for multi-omics data with missingness,2018.0,4.0
107,6074,MetaOmics: analysis pipeline and browser-based software suite for transcriptomic meta-analysis,2019.0,12.0
107,6075,MetaOmics: analysis pipeline and browser-based software suite for transcriptomic meta-analysis,2019.0,12.0
107,6076,Bayesian integrative model for multi-omics data with missingness,2018.0,4.0
107,6076,MetaOmics: analysis pipeline and browser-based software suite for transcriptomic meta-analysis,2019.0,12.0
107,6471,Bayesian integrative model for multi-omics data with missingness,2018.0,4.0
107,6472,Bayesian integrative model for multi-omics data with missingness,2018.0,4.0
108,107,MetaDCN: meta-analysis framework for differential co-expression network detection with an application in breast cancer,2017.0,16.0
108,109,MetaDCN: meta-analysis framework for differential co-expression network detection with an application in breast cancer,2017.0,16.0
108,110,MetaDCN: meta-analysis framework for differential co-expression network detection with an application in breast cancer,2017.0,16.0
108,110,Meta-analytic framework for liquid association,2017.0,nan
108,111,MetaDCN: meta-analysis framework for differential co-expression network detection with an application in breast cancer,2017.0,16.0
108,4924,Meta-analytic framework for liquid association,2017.0,nan
108,4925,Meta-analytic framework for liquid association,2017.0,nan
108,4926,Meta-analytic framework for liquid association,2017.0,nan
109,107,MetaDCN: meta-analysis framework for differential co-expression network detection with an application in breast cancer,2017.0,16.0
109,108,MetaDCN: meta-analysis framework for differential co-expression network detection with an application in breast cancer,2017.0,16.0
109,110,MetaDCN: meta-analysis framework for differential co-expression network detection with an application in breast cancer,2017.0,16.0
109,111,MetaDCN: meta-analysis framework for differential co-expression network detection with an application in breast cancer,2017.0,16.0
110,107,MetaDCN: meta-analysis framework for differential co-expression network detection with an application in breast cancer,2017.0,16.0
110,108,Meta-analytic framework for liquid association,2017.0,nan
110,108,MetaDCN: meta-analysis framework for differential co-expression network detection with an application in breast cancer,2017.0,16.0
110,109,MetaDCN: meta-analysis framework for differential co-expression network detection with an application in breast cancer,2017.0,16.0
110,111,MetaDCN: meta-analysis framework for differential co-expression network detection with an application in breast cancer,2017.0,16.0
110,1990,Ensemble learning for classifying single-cell data and projection across reference atlases,2020.0,1.0
110,3936,Standardizing biomass reactions and ensuring complete mass balance in genome-scale metabolic models,2017.0,47.0
110,3936,Accelerating flux balance calculations in genome-scale metabolic models by localizing the application of loopless constraints,2018.0,12.0
110,3937,Standardizing biomass reactions and ensuring complete mass balance in genome-scale metabolic models,2017.0,47.0
110,3938,Standardizing biomass reactions and ensuring complete mass balance in genome-scale metabolic models,2017.0,47.0
110,3939,Standardizing biomass reactions and ensuring complete mass balance in genome-scale metabolic models,2017.0,47.0
110,3939,Accelerating flux balance calculations in genome-scale metabolic models by localizing the application of loopless constraints,2018.0,12.0
110,4924,Meta-analytic framework for liquid association,2017.0,nan
110,4925,Meta-analytic framework for liquid association,2017.0,nan
110,4926,Meta-analytic framework for liquid association,2017.0,nan
110,7421,Accelerating flux balance calculations in genome-scale metabolic models by localizing the application of loopless constraints,2018.0,12.0
110,13013,Ensemble learning for classifying single-cell data and projection across reference atlases,2020.0,1.0
110,13014,Ensemble learning for classifying single-cell data and projection across reference atlases,2020.0,1.0
110,13015,Ensemble learning for classifying single-cell data and projection across reference atlases,2020.0,1.0
110,13204,DRIMC: an improved drug repositioning approach using Bayesian inductive matrix completion,2020.0,nan
110,13205,DRIMC: an improved drug repositioning approach using Bayesian inductive matrix completion,2020.0,nan
110,13206,DRIMC: an improved drug repositioning approach using Bayesian inductive matrix completion,2020.0,nan
110,13207,DRIMC: an improved drug repositioning approach using Bayesian inductive matrix completion,2020.0,nan
111,107,MetaDCN: meta-analysis framework for differential co-expression network detection with an application in breast cancer,2017.0,16.0
111,107,MetaOmics: analysis pipeline and browser-based software suite for transcriptomic meta-analysis,2019.0,12.0
111,108,MetaDCN: meta-analysis framework for differential co-expression network detection with an application in breast cancer,2017.0,16.0
111,109,MetaDCN: meta-analysis framework for differential co-expression network detection with an application in breast cancer,2017.0,16.0
111,110,MetaDCN: meta-analysis framework for differential co-expression network detection with an application in breast cancer,2017.0,16.0
111,2289,Meta-analytic principal component analysis in integrative omics application,2018.0,19.0
111,2291,Meta-analytic principal component analysis in integrative omics application,2018.0,19.0
111,2503,"P-value evaluation, variability index and biomarker categorization for adaptively weighted Fisher’s meta-analysis method in omics applications",2020.0,5.0
111,2503,Meta-analytic principal component analysis in integrative omics application,2018.0,19.0
111,3026,Meta-analytic principal component analysis in integrative omics application,2018.0,19.0
111,6074,MetaOmics: analysis pipeline and browser-based software suite for transcriptomic meta-analysis,2019.0,12.0
111,6075,MetaOmics: analysis pipeline and browser-based software suite for transcriptomic meta-analysis,2019.0,12.0
111,6076,MetaOmics: analysis pipeline and browser-based software suite for transcriptomic meta-analysis,2019.0,12.0
111,9465,"P-value evaluation, variability index and biomarker categorization for adaptively weighted Fisher’s meta-analysis method in omics applications",2020.0,5.0
111,9466,"P-value evaluation, variability index and biomarker categorization for adaptively weighted Fisher’s meta-analysis method in omics applications",2020.0,5.0
112,113,PhosD: inferring kinase–substrate interactions based on protein domains,2017.0,13.0
112,114,PhosD: inferring kinase–substrate interactions based on protein domains,2017.0,13.0
113,112,PhosD: inferring kinase–substrate interactions based on protein domains,2017.0,13.0
113,114,PhosD: inferring kinase–substrate interactions based on protein domains,2017.0,13.0
114,103,scTSSR: gene expression recovery for single-cell RNA sequencing using two-side sparse self-representation,2020.0,1.0
114,112,PhosD: inferring kinase–substrate interactions based on protein domains,2017.0,13.0
114,113,PhosD: inferring kinase–substrate interactions based on protein domains,2017.0,13.0
114,2719,A graph regularized generalized matrix factorization model for predicting links in biomedical bipartite networks,2020.0,8.0
114,2719,scTSSR: gene expression recovery for single-cell RNA sequencing using two-side sparse self-representation,2020.0,1.0
114,2719,EnImpute: imputing dropout events in single-cell RNA-sequencing data via ensemble learning,2019.0,7.0
114,2720,A graph regularized generalized matrix factorization model for predicting links in biomedical bipartite networks,2020.0,8.0
114,2720,scTSSR: gene expression recovery for single-cell RNA sequencing using two-side sparse self-representation,2020.0,1.0
114,2720,EnImpute: imputing dropout events in single-cell RNA-sequencing data via ensemble learning,2019.0,7.0
114,2721,EnImpute: imputing dropout events in single-cell RNA-sequencing data via ensemble learning,2019.0,7.0
114,2722,EnImpute: imputing dropout events in single-cell RNA-sequencing data via ensemble learning,2019.0,7.0
114,5020,DeepPhos: prediction of protein phosphorylation sites with deep learning,2019.0,38.0
114,6070,DeepPhos: prediction of protein phosphorylation sites with deep learning,2019.0,38.0
114,6073,DeepPhos: prediction of protein phosphorylation sites with deep learning,2019.0,38.0
114,10948,DeepPhos: prediction of protein phosphorylation sites with deep learning,2019.0,38.0
114,11058,A graph regularized generalized matrix factorization model for predicting links in biomedical bipartite networks,2020.0,8.0
114,12950,A graph regularized generalized matrix factorization model for predicting links in biomedical bipartite networks,2020.0,8.0
114,13067,scTSSR: gene expression recovery for single-cell RNA sequencing using two-side sparse self-representation,2020.0,1.0
115,116,dAPE: a web server to detect homorepeats and follow their evolution,2017.0,9.0
115,116,Traitpedia: a collaborative effort to gather species traits,2019.0,nan
115,7841,The latent geometry of the human protein interaction network,2018.0,14.0
115,7842,The latent geometry of the human protein interaction network,2018.0,14.0
116,115,dAPE: a web server to detect homorepeats and follow their evolution,2017.0,9.0
116,115,Traitpedia: a collaborative effort to gather species traits,2019.0,nan
117,118,Parameter estimation for dynamical systems with discrete events and logical operations,2017.0,27.0
117,119,Parameter estimation for dynamical systems with discrete events and logical operations,2017.0,27.0
117,120,Efficient parameterization of large-scale dynamic models based on relative measurements,2020.0,11.0
117,120,Benchmarking optimization methods for parameter estimation in large kinetic models,2019.0,45.0
117,120,Parameter estimation for dynamical systems with discrete events and logical operations,2017.0,27.0
117,120,Optimization and profile calculation of ODE models using second order adjoint sensitivity analysis,2018.0,7.0
117,1360,Benchmarking optimization methods for parameter estimation in large kinetic models,2019.0,45.0
117,1360,GenSSI 2.0: multi-experiment structural identifiability analysis of SBML models,2018.0,40.0
117,1391,GenSSI 2.0: multi-experiment structural identifiability analysis of SBML models,2018.0,40.0
117,1791,Benchmarking optimization methods for parameter estimation in large kinetic models,2019.0,45.0
117,1791,Efficient parameterization of large-scale dynamic models based on relative measurements,2020.0,11.0
117,2925,GenSSI 2.0: multi-experiment structural identifiability analysis of SBML models,2018.0,40.0
117,2926,GenSSI 2.0: multi-experiment structural identifiability analysis of SBML models,2018.0,40.0
117,3271,Optimization and profile calculation of ODE models using second order adjoint sensitivity analysis,2018.0,7.0
117,6633,Benchmarking optimization methods for parameter estimation in large kinetic models,2019.0,45.0
117,9492,Efficient parameterization of large-scale dynamic models based on relative measurements,2020.0,11.0
117,9493,Efficient parameterization of large-scale dynamic models based on relative measurements,2020.0,11.0
118,117,Parameter estimation for dynamical systems with discrete events and logical operations,2017.0,27.0
118,119,Parameter estimation for dynamical systems with discrete events and logical operations,2017.0,27.0
118,120,MEMO: multi-experiment mixture model analysis of censored data,2016.0,5.0
118,120,Parameter estimation for dynamical systems with discrete events and logical operations,2017.0,27.0
118,120,Bayesian parameter estimation for biochemical reaction networks using region-based adaptive parallel tempering,2018.0,9.0
118,120,A scalable moment-closure approximation for large-scale biochemical reaction networks,2017.0,nan
118,2017,MEMO: multi-experiment mixture model analysis of censored data,2016.0,5.0
118,2018,MEMO: multi-experiment mixture model analysis of censored data,2016.0,5.0
118,2019,MEMO: multi-experiment mixture model analysis of censored data,2016.0,5.0
118,3199,netReg: network-regularized linear models for biological association studies,2018.0,5.0
118,3200,netReg: network-regularized linear models for biological association studies,2018.0,5.0
118,3201,netReg: network-regularized linear models for biological association studies,2018.0,5.0
118,3272,Bayesian parameter estimation for biochemical reaction networks using region-based adaptive parallel tempering,2018.0,9.0
118,4021,A scalable moment-closure approximation for large-scale biochemical reaction networks,2017.0,nan
118,4369,Model-based branching point detection in single-cell data by K-branches clustering,2017.0,9.0
118,4370,Conditional out-of-distribution generation for unpaired data using transfer VAE,2020.0,nan
